state,pollster,pop,vtype,method,begmm,begdd,begyy,endmm,enddd,endyy,trump,clinton,other,undecided,Begdate,Enddate,Middate
2746,US,UPI/CVOTER,,Likely Voters,Internet,10,10,2016,10,16,2016,46.0,50.0,,,,,
2747,US,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,15,2016,45.0,51.0,,,,,
2748,US,UPI/CVOTER,,Likely Voters,Internet,10,8,2016,10,14,2016,45.0,51.0,,,,,
2749,US,Rasmussen,,Likely Voters,IVR/Online,10,12,2016,10,16,2016,41.0,43.0,10.0,6.0,,,
2750,US,Politico/Morning Consult,,Likely Voters,Internet,10,13,2016,10,15,2016,41.0,46.0,-1.0,14.0,,,
2751,US,Politico/Morning Consult,,Likely Voters,Internet,10,13,2016,10,15,2016,36.0,42.0,13.0,9.0,,,
2752,US,GWU/Battleground,,Likely Voters,Live Phone,10,8,2016,10,13,2016,39.0,47.0,10.0,4.0,,,
2753,US,NBC/WSJ,,Likely Voters,Live Phone,10,10,2016,10,13,2016,37.0,48.0,13.0,2.0,,,
2754,US,NBC/WSJ,,Likely Voters,Live Phone,10,10,2016,10,13,2016,41.0,51.0,6.0,2.0,,,
2755,US,ABC/Post,,Likely Voters,Live Phone,10,10,2016,10,13,2016,43.0,47.0,8.0,2.0,,,
2756,US,ABC/Post,,Likely Voters,Live Phone,10,10,2016,10,13,2016,46.0,50.0,3.0,1.0,,,
2757,US,UPI/CVOTER,,Likely Voters,Internet,10,7,2016,10,13,2016,45.0,50.0,,,,,
2758,US,UPI/CVOTER,,Likely Voters,Internet,10,6,2016,10,12,2016,45.0,50.0,,,,,
2759,US,UPI/CVOTER,,Likely Voters,Internet,10,5,2016,10,11,2016,44.0,50.0,,,,,
2760,US,Pew,,Registered Voters,Live Phone,9,27,2016,10,10,2016,39.0,46.0,15.0,0.0,,,
2761,US,Pew,,Registered Voters,Live Phone,9,27,2016,10,10,2016,44.0,53.0,1.0,2.0,,,
2762,US,Rasmussen,,Likely Voters,IVR/Online,10,11,2016,10,13,2016,43.0,41.0,11.0,5.0,,,
2763,US,FOX,,Likely Voters,Live Phone,10,10,2016,10,12,2016,38.0,45.0,12.0,5.0,,,
2764,US,FOX,,Likely Voters,Live Phone,10,10,2016,10,12,2016,41.0,49.0,6.0,4.0,,,
2765,US,Rasmussen,,Likely Voters,IVR/Online,10,10,2016,10,12,2016,43.0,41.0,12.0,4.0,,,
2766,US,Insights West,,Likely Voters,Internet,10,10,2016,10,11,2016,37.0,42.0,11.0,10.0,,,
2767,US,Ipsos/Reuters,,Likely Voters,Internet,10,6,2016,10,10,2016,37.0,44.0,13.0,6.0,,,
2768,US,Ipsos/Reuters,,Likely Voters,Internet,10,6,2016,10,10,2016,37.0,44.0,13.0,6.0,,,
2769,US,Rasmussen,,Likely Voters,IVR/Online,10,9,2016,10,11,2016,39.0,43.0,13.0,5.0,,,
2770,US,UPI/CVOTER,,Likely Voters,Internet,10,4,2016,10,10,2016,44.0,50.0,,,,,
2771,US,Rasmussen,,Likely Voters,IVR/Online,10,6,2016,10,10,2016,39.0,44.0,13.0,4.0,,,
2772,US,Public Religion Research Institute/The Atlantic,,Likely Voters,Live Phone,10,5,2016,10,9,2016,38.0,49.0,5.0,8.0,,,
2773,US,Politico/Morning Consult,,Likely Voters,Internet,10,10,2016,10,10,2016,41.0,46.0,0.0,13.0,,,
2774,US,Politico/Morning Consult,,Likely Voters,Internet,10,10,2016,10,10,2016,37.0,42.0,14.0,7.0,,,
2775,US,UPI/CVOTER,,Likely Voters,Internet,10,3,2016,10,9,2016,44.0,50.0,,,,,
2776,US,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,8,2016,46.0,48.0,,,,,
2777,US,UPI/CVOTER,,Likely Voters,Internet,10,1,2016,10,7,2016,47.0,48.0,,,,,
2778,US,NBC/WSJ,,Likely Voters,Live Phone,10,8,2016,10,10,2016,37.0,46.0,15.0,2.0,,,
2779,US,NBC/WSJ,,Likely Voters,Live Phone,10,8,2016,10,10,2016,40.0,50.0,7.0,3.0,,,
2780,US,Rasmussen,,Likely Voters,IVR/Online,10,5,2016,10,9,2016,38.0,45.0,12.0,5.0,,,
2781,US,YouGov/Economist,,Registered Voters,Internet,10,7,2016,10,8,2016,38.0,44.0,17.0,1.0,,,
2782,US,YouGov/Economist,,Registered Voters,Internet,10,7,2016,10,8,2016,43.0,48.0,8.0,1.0,,,
2783,US,NBC/SurveyMonkey,,Likely Voters,Internet,10,3,2016,10,9,2016,44.0,51.0,0.0,5.0,,,
2784,US,NBC/SurveyMonkey,,Likely Voters,Internet,10,3,2016,10,9,2016,41.0,46.0,11.0,2.0,,,
2785,US,Politico/Morning Consult,,Likely Voters,Internet,10,8,2016,10,8,2016,41.0,45.0,0.0,14.0,,,
2786,US,Politico/Morning Consult,,Likely Voters,Internet,10,8,2016,10,8,2016,38.0,42.0,11.0,9.0,,,
2787,US,UPI/CVOTER,,Likely Voters,Internet,9,30,2016,10,6,2016,47.0,48.0,,,,,
2788,US,UPI/CVOTER,,Likely Voters,Internet,9,29,2016,10,5,2016,47.0,47.0,,,,,
2789,US,UPI/CVOTER,,Likely Voters,Internet,9,28,2016,10,4,2016,48.0,47.0,,,,,
2790,US,UPI/CVOTER,,Likely Voters,Internet,9,27,2016,10,3,2016,49.0,47.0,,,,,
2791,US,FOX,,Likely Voters,Live Phone,10,3,2016,10,6,2016,42.0,44.0,10.0,4.0,,,
2792,US,FOX,,Likely Voters,Live Phone,10,3,2016,10,6,2016,44.0,48.0,4.0,4.0,,,
2793,US,Quinnipiac,,Likely Voters,Live Phone,10,5,2016,10,6,2016,40.0,45.0,11.0,4.0,,,
2794,US,Quinnipiac,,Likely Voters,Live Phone,10,5,2016,10,6,2016,44.0,50.0,1.0,5.0,,,
2795,US,Rasmussen,,Likely Voters,IVR/Online,10,4,2016,10,6,2016,42.0,43.0,11.0,4.0,,,
2796,US,Rasmussen,,Likely Voters,IVR/Online,10,3,2016,10,5,2016,43.0,41.0,12.0,4.0,,,
2797,US,Public Religion Research Institute/The Atlantic,,Likely Voters,Live Phone,9,22,2016,9,25,2016,43.0,43.0,7.0,7.0,,,
2798,US,Public Religion Research Institute/The Atlantic,,Registered Voters,Live Phone,7,27,2016,8,9,2016,36.0,48.0,8.0,8.0,,,
2799,US,Public Religion Research Institute/The Atlantic,,Likely Voters,Live Phone,9,28,2016,10,2,2016,41.0,47.0,7.0,5.0,,,
2800,US,Rasmussen,,Likely Voters,IVR/Online,10,2,2016,10,4,2016,42.0,41.0,14.0,3.0,,,
2801,US,Rasmussen,,Likely Voters,IVR/Online,9,29,2016,10,3,2016,41.0,42.0,13.0,4.0,,,
2802,US,Rasmussen,,Likely Voters,IVR/Online,9,28,2016,10,2,2016,40.0,43.0,12.0,5.0,,,
2803,US,Fairleigh Dickinson/SSRS,,Likely Voters,Live Phone,9,28,2016,10,2,2016,40.0,50.0,8.0,2.0,,,
2804,US,Fairleigh Dickinson/SSRS,,Likely Voters,Live Phone,9,28,2016,10,2,2016,36.0,45.0,18.0,1.0,,,
2805,US,Ipsos/Reuters,,Likely Voters,Internet,9,29,2016,10,3,2016,37.0,44.0,13.0,6.0,,,
2806,US,Ipsos/Reuters,,Likely Voters,Internet,9,29,2016,10,3,2016,36.0,42.0,16.0,6.0,,,
2807,US,NBC/SurveyMonkey,,Likely Voters,Internet,9,26,2016,10,2,2016,44.0,50.0,0.0,6.0,,,
2808,US,NBC/SurveyMonkey,,Likely Voters,Internet,9,26,2016,10,2,2016,40.0,46.0,12.0,2.0,,,
2809,US,CBS/Times,,Likely Voters,Live Phone,9,28,2016,10,2,2016,43.0,49.0,5.0,3.0,,,
2810,US,CBS/Times,,Likely Voters,Live Phone,9,28,2016,10,2,2016,41.0,45.0,12.0,2.0,,,
2811,US,YouGov/Economist,,Registered Voters,Internet,10,1,2016,10,3,2016,40.0,43.0,16.0,1.0,,,
2812,US,YouGov/Economist,,Registered Voters,Internet,10,1,2016,10,3,2016,43.0,48.0,8.0,1.0,,,
2813,US,CNN,,Likely Voters,Live Phone,9,28,2016,10,2,2016,42.0,47.0,10.0,1.0,,,
2814,US,CNN,,Likely Voters,Live Phone,9,28,2016,10,2,2016,45.0,51.0,4.0,0.0,,,
2815,US,UPI/CVOTER,,Likely Voters,Internet,9,26,2016,10,2,2016,49.0,47.0,,,,,
2816,US,UPI/CVOTER,,Likely Voters,Internet,9,25,2016,10,1,2016,49.0,48.0,,,,,
2817,US,UPI/CVOTER,,Likely Voters,Internet,9,24,2016,9,30,2016,49.0,48.0,,,,,
2818,US,Rasmussen,,Likely Voters,IVR/Online,9,27,2016,9,29,2016,42.0,43.0,9.0,6.0,,,
2819,US,Morning Consult,,Likely Voters,Internet,9,30,2016,10,2,2016,39.0,46.0,-1.0,16.0,,,
2820,US,Morning Consult,,Likely Voters,Internet,9,30,2016,10,2,2016,36.0,42.0,12.0,10.0,,,
2821,US,UPI/CVOTER,,Likely Voters,Internet,9,23,2016,9,29,2016,49.0,47.0,,,,,
2822,US,UPI/CVOTER,,Likely Voters,Internet,9,22,2016,9,28,2016,49.0,47.0,,,,,
2823,US,FOX,,Likely Voters,Live Phone,9,27,2016,9,29,2016,40.0,43.0,14.0,3.0,,,
2824,US,FOX,,Likely Voters,Live Phone,9,27,2016,9,29,2016,44.0,49.0,4.0,3.0,,,
2825,US,Echelon Insights (R),,Likely Voters,Internet,9,26,2016,9,27,2016,39.0,44.0,10.0,7.0,,,
2826,US,Echelon Insights (R),,Likely Voters,Internet,9,26,2016,9,27,2016,42.0,47.0,3.0,8.0,,,
2827,US,Franklin Pierce/RKM/Boston Herald,,Likely Voters,Live Phone,9,18,2016,9,22,2016,43.0,45.0,9.0,3.0,,,
2828,US,PPP (D),,Likely Voters,IVR/Online,9,27,2016,9,28,2016,40.0,44.0,10.0,6.0,,,
2829,US,PPP (D),,Likely Voters,IVR/Online,9,27,2016,9,28,2016,45.0,49.0,0.0,6.0,,,
2830,US,Rasmussen,,Likely Voters,IVR/Online,9,26,2016,9,28,2016,41.0,42.0,12.0,5.0,,,
2831,US,Ipsos/Reuters,,Likely Voters,Internet,9,27,2016,9,28,2016,38.0,42.0,12.0,8.0,,,
2832,US,UPI/CVOTER,,Likely Voters,Internet,9,21,2016,9,27,2016,48.0,48.0,,,,,
2833,US,UPI/CVOTER,,Likely Voters,Internet,9,20,2016,9,26,2016,48.0,47.0,,,,,
2834,US,Ipsos/Reuters,,Likely Voters,Internet,9,22,2016,9,26,2016,38.0,44.0,11.0,7.0,,,
2835,US,Ipsos/Reuters,,Likely Voters,Internet,9,22,2016,9,26,2016,38.0,42.0,13.0,7.0,,,
2836,US,Morning Consult,,Likely Voters,Internet,9,26,2016,9,27,2016,41.0,45.0,0.0,14.0,,,
2837,US,Morning Consult,,Likely Voters,Internet,9,26,2016,9,27,2016,38.0,41.0,13.0,8.0,,,
2838,US,NBC/SurveyMonkey,,Likely Voters,Internet,9,19,2016,9,25,2016,44.0,51.0,-1.0,6.0,,,
2839,US,NBC/SurveyMonkey,,Likely Voters,Internet,9,19,2016,9,25,2016,40.0,45.0,13.0,2.0,,,
2840,US,Monmouth University,,Likely Voters,Live Phone,9,22,2016,9,25,2016,42.0,46.0,12.0,0.0,,,
2841,US,Monmouth University,,Likely Voters,Live Phone,9,22,2016,9,25,2016,46.0,49.0,5.0,0.0,,,
2842,US,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,9,25,2016,47.0,48.0,,,,,
2843,US,UPI/CVOTER,,Likely Voters,Internet,9,18,2016,9,24,2016,46.0,49.0,,,,,
2844,US,UPI/CVOTER,,Likely Voters,Internet,9,17,2016,9,23,2016,47.0,48.0,,,,,
2845,US,UPI/CVOTER,,Likely Voters,Internet,9,16,2016,9,22,2016,46.0,49.0,,,,,
2846,US,UPI/CVOTER,,Likely Voters,Internet,9,15,2016,9,21,2016,46.0,49.0,,,,,
2847,US,UPI/CVOTER,,Likely Voters,Internet,9,14,2016,9,20,2016,47.0,48.0,,,,,
2848,US,UPI/CVOTER,,Likely Voters,Internet,9,13,2016,9,19,2016,47.0,49.0,,,,,
2849,US,Quinnipiac,,Likely Voters,Live Phone,9,22,2016,9,25,2016,43.0,44.0,9.0,4.0,,,
2850,US,Quinnipiac,,Likely Voters,Live Phone,9,22,2016,9,25,2016,46.0,47.0,1.0,6.0,,,
2851,US,Bloomberg/Selzer,,Likely Voters,Live Phone,9,21,2016,9,24,2016,46.0,46.0,6.0,2.0,,,
2852,US,Bloomberg/Selzer,,Likely Voters,Live Phone,9,21,2016,9,24,2016,43.0,41.0,14.0,2.0,,,
2853,US,YouGov/Economist,,Registered Voters,Internet,9,22,2016,9,24,2016,41.0,44.0,13.0,2.0,,,
2854,US,YouGov/Economist,,Registered Voters,Internet,9,22,2016,9,24,2016,44.0,48.0,6.0,2.0,,,
2855,US,Morning Consult,,Likely Voters,Internet,9,22,2016,9,24,2016,42.0,44.0,10.0,4.0,,,
2856,US,Morning Consult,,Likely Voters,Internet,9,22,2016,9,24,2016,39.0,38.0,13.0,10.0,,,
2857,US,ABC/Post,,Likely Voters,Live Phone,9,19,2016,9,22,2016,44.0,46.0,7.0,3.0,,,
2858,US,ABC/Post,,Likely Voters,Live Phone,9,19,2016,9,22,2016,47.0,49.0,3.0,1.0,,,
2859,US,AP-GfK (web),,Likely Voters,Internet,9,15,2016,9,19,2016,39.0,45.0,15.0,1.0,,,
2860,US,AP-GfK (web),,Likely Voters,Internet,9,15,2016,9,19,2016,44.0,50.0,2.0,4.0,,,
2861,US,McClatchy/Marist,,Likely Voters,Live Phone,9,15,2016,9,20,2016,41.0,48.0,9.0,2.0,,,
2862,US,McClatchy/Marist,,Likely Voters,Live Phone,9,15,2016,9,20,2016,39.0,45.0,14.0,2.0,,,
2863,US,ICITIZEN,,Registered Voters,Internet,9,15,2016,9,19,2016,37.0,42.0,13.0,8.0,,,
2864,US,Rasmussen,,Likely Voters,IVR/Online,9,20,2016,9,21,2016,44.0,39.0,12.0,5.0,,,
2865,US,Pew,,Registered Voters,Live Phone,8,16,2016,9,12,2016,38.0,45.0,16.0,1.0,,,
2866,US,NBC/WSJ,,Likely Voters,Live Phone,9,16,2016,9,19,2016,37.0,43.0,18.0,2.0,,,
2867,US,NBC/WSJ,,Likely Voters,Live Phone,9,16,2016,9,19,2016,41.0,48.0,8.0,3.0,,,
2868,US,ARG,,Registered Voters,Live Phone,9,17,2016,9,20,2016,44.0,47.0,4.0,5.0,,,
2869,US,Saint Leo University,,Likely Voters,Internet,9,10,2016,9,16,2016,41.0,46.0,,,,,
2870,US,UPI/CVOTER,,Likely Voters,Internet,9,11,2016,9,17,2016,48.0,47.0,,,,,
2871,US,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,18,2016,47.0,48.0,,,,,
2872,US,Ipsos/Reuters,,Likely Voters,Internet,9,15,2016,9,19,2016,39.0,39.0,15.0,7.0,,,
2873,US,Ipsos/Reuters,,Likely Voters,Internet,9,15,2016,9,19,2016,39.0,37.0,17.0,7.0,,,
2874,US,YouGov/Economist,,Registered Voters,Internet,9,18,2016,9,19,2016,38.0,40.0,20.0,2.0,,,
2875,US,UPI/CVOTER,,Likely Voters,Internet,9,10,2016,9,16,2016,47.0,47.0,,,,,
2876,US,UPI/CVOTER,,Likely Voters,Internet,9,9,2016,9,15,2016,48.0,47.0,,,,,
2877,US,NBC/SurveyMonkey,,Likely Voters,Internet,9,12,2016,9,18,2016,45.0,50.0,-1.0,6.0,,,
2878,US,NBC/SurveyMonkey,,Likely Voters,Internet,9,12,2016,9,18,2016,40.0,45.0,13.0,2.0,,,
2879,US,Morning Consult,,Likely Voters,Internet,9,15,2016,9,16,2016,42.0,46.0,0.0,12.0,,,
2880,US,Morning Consult,,Likely Voters,Internet,9,15,2016,9,16,2016,40.0,42.0,11.0,7.0,,,
2881,US,UPI/CVOTER,,Likely Voters,Internet,9,8,2016,9,14,2016,48.0,47.0,,,,,
2882,US,FOX,,Likely Voters,Live Phone,9,11,2016,9,14,2016,40.0,41.0,13.0,6.0,,,
2883,US,FOX,,Likely Voters,Live Phone,9,11,2016,9,14,2016,46.0,45.0,5.0,4.0,,,
2884,US,UPI/CVOTER,,Likely Voters,Internet,9,7,2016,9,13,2016,48.0,47.0,,,,,
2885,US,Rasmussen,,Likely Voters,IVR/Online,9,12,2016,9,13,2016,42.0,40.0,11.0,7.0,,,
2886,US,CBS/Times,,Likely Voters,Live Phone,9,9,2016,9,13,2016,44.0,46.0,8.0,2.0,,,
2887,US,CBS/Times,,Likely Voters,Live Phone,9,9,2016,9,13,2016,42.0,42.0,14.0,2.0,,,
2888,US,Quinnipiac,,Likely Voters,Live Phone,9,8,2016,9,13,2016,43.0,48.0,3.0,6.0,,,
2889,US,Quinnipiac,,Likely Voters,Live Phone,9,8,2016,9,13,2016,39.0,41.0,17.0,3.0,,,
2890,US,UPI/CVOTER,,Likely Voters,Internet,9,6,2016,9,12,2016,49.0,46.0,,,,,
2891,US,YouGov/Economist,,Registered Voters,Internet,9,10,2016,9,13,2016,40.0,42.0,16.0,2.0,,,
2892,US,Ipsos/Reuters,,Likely Voters,Internet,9,8,2016,9,12,2016,39.0,40.0,13.0,8.0,,,
2893,US,Ipsos/Reuters,,Likely Voters,Internet,9,8,2016,9,12,2016,39.0,39.0,14.0,8.0,,,
2894,US,NBC/SurveyMonkey,,Registered Voters,Internet,9,5,2016,9,11,2016,44.0,48.0,0.0,8.0,,,
2895,US,NBC/SurveyMonkey,,Registered Voters,Internet,9,5,2016,9,11,2016,40.0,42.0,15.0,3.0,,,
2896,US,UPI/CVOTER,,Likely Voters,Internet,9,5,2016,9,11,2016,49.0,46.0,,,,,
2897,US,UPI/CVOTER,,Likely Voters,Internet,9,4,2016,9,10,2016,49.0,45.0,,,,,
2898,US,UPI/CVOTER,,Likely Voters,Internet,9,3,2016,9,9,2016,49.0,46.0,,,,,
2899,US,UPI/CVOTER,,Likely Voters,Internet,9,2,2016,9,8,2016,48.0,46.0,,,,,
2900,US,UPI/CVOTER,,Likely Voters,Internet,9,1,2016,9,7,2016,48.0,47.0,,,,,
2901,US,Morning Consult,,Likely Voters,Internet,9,6,2016,9,8,2016,43.0,44.0,0.0,13.0,,,
2902,US,Morning Consult,,Likely Voters,Internet,9,6,2016,9,8,2016,39.0,41.0,12.0,8.0,,,
2903,US,ABC/Post,,Likely Voters,Live Phone,9,5,2016,9,8,2016,41.0,46.0,12.0,1.0,,,
2904,US,ABC/Post,,Likely Voters,Live Phone,9,5,2016,9,8,2016,43.0,51.0,5.0,1.0,,,
2905,US,Ipsos/Reuters,,Likely Voters,Internet,9,1,2016,9,5,2016,38.0,40.0,15.0,7.0,,,
2906,US,Ipsos/Reuters,,Likely Voters,Internet,9,1,2016,9,5,2016,38.0,40.0,17.0,5.0,,,
2907,US,UPI/CVOTER,,Likely Voters,Internet,8,31,2016,9,6,2016,47.0,47.0,,,,,
2908,US,Rasmussen,,Likely Voters,IVR/Online,9,6,2016,9,7,2016,39.0,43.0,13.0,5.0,,,
2909,US,UPI/CVOTER,,Likely Voters,Internet,8,30,2016,9,5,2016,46.0,48.0,,,,,
2910,US,YouGov/Economist,,Registered Voters,Internet,9,4,2016,9,6,2016,38.0,40.0,20.0,2.0,,,
2911,US,GWU/Battleground,,Likely Voters,Live Phone,8,28,2016,9,1,2016,40.0,42.0,13.0,5.0,,,
2912,US,UPI/CVOTER,,Likely Voters,Internet,8,29,2016,9,4,2016,47.0,49.0,,,,,
2913,US,UPI/CVOTER,,Likely Voters,Internet,8,28,2016,9,3,2016,46.0,49.0,,,,,
2914,US,UPI/CVOTER,,Likely Voters,Internet,8,27,2016,9,2,2016,45.0,49.0,,,,,
2915,US,UPI/CVOTER,,Likely Voters,Internet,8,26,2016,9,1,2016,45.0,49.0,,,,,
2916,US,UPI/CVOTER,,Likely Voters,Internet,8,25,2016,8,31,2016,46.0,48.0,,,,,
2917,US,Franklin Pierce/RKM/Boston Herald,,Likely Voters,Live Phone,8,31,2016,9,4,2016,41.0,44.0,12.0,3.0,,,
2918,US,NBC/SurveyMonkey,,Registered Voters,Internet,8,29,2016,9,4,2016,42.0,48.0,0.0,10.0,,,
2919,US,NBC/SurveyMonkey,,Registered Voters,Internet,8,29,2016,9,4,2016,37.0,41.0,16.0,6.0,,,
2920,US,CNN,,Likely Voters,Live Phone,9,1,2016,9,4,2016,45.0,43.0,12.0,0.0,,,
2921,US,CNN,,Likely Voters,Live Phone,9,1,2016,9,4,2016,49.0,48.0,3.0,0.0,,,
2922,US,Morning Consult,,Registered Voters,Internet,9,1,2016,9,2,2016,40.0,42.0,0.0,18.0,,,
2923,US,Morning Consult,,Registered Voters,Internet,9,1,2016,9,2,2016,36.0,38.0,13.0,13.0,,,
2924,US,IBD/TIPP,,Registered Voters,Live Phone,8,26,2016,9,1,2016,43.0,44.0,5.0,8.0,,,
2925,US,IBD/TIPP,,Registered Voters,Live Phone,8,26,2016,9,1,2016,39.0,39.0,16.0,6.0,,,
2926,US,UPI/CVOTER,,Likely Voters,Internet,8,24,2016,8,30,2016,46.0,49.0,,,,,
2927,US,Suffolk/USA Today,,Likely Voters,Live Phone,8,24,2016,8,29,2016,41.0,48.0,9.0,2.0,,,
2928,US,Suffolk/USA Today,,Likely Voters,Live Phone,8,24,2016,8,29,2016,35.0,42.0,22.0,1.0,,,
2929,US,Rasmussen,,Likely Voters,IVR/Online,8,29,2016,8,30,2016,40.0,39.0,14.0,7.0,,,
2930,US,FOX,,Registered Voters,Live Phone,8,28,2016,8,30,2016,39.0,41.0,15.0,5.0,,,
2931,US,FOX,,Registered Voters,Live Phone,8,28,2016,8,30,2016,42.0,48.0,6.0,4.0,,,
2932,US,Ipsos/Reuters,,Likely Voters,Internet,8,25,2016,8,29,2016,39.0,40.0,14.0,7.0,,,
2933,US,Ipsos/Reuters,,Likely Voters,Internet,8,25,2016,8,29,2016,38.0,40.0,15.0,7.0,,,
2934,US,UPI/CVOTER,,Likely Voters,Internet,8,23,2016,8,29,2016,47.0,50.0,,,,,
2935,US,YouGov/Economist,,Registered Voters,Internet,8,27,2016,8,29,2016,37.0,42.0,19.0,2.0,,,
2936,US,PPP (D),,Likely Voters,IVR/Online,8,26,2016,8,28,2016,37.0,42.0,11.0,10.0,,,
2937,US,PPP (D),,Likely Voters,IVR/Online,8,26,2016,8,28,2016,43.0,48.0,0.0,9.0,,,
2938,US,UPI/CVOTER,,Likely Voters,Internet,8,22,2016,8,28,2016,47.0,50.0,,,,,
2939,US,NBC/SurveyMonkey,,Registered Voters,Internet,8,22,2016,8,28,2016,42.0,48.0,0.0,10.0,,,
2940,US,NBC/SurveyMonkey,,Registered Voters,Internet,8,22,2016,8,28,2016,37.0,41.0,16.0,6.0,,,
2941,US,Monmouth University,,Likely Voters,Live Phone,8,25,2016,8,28,2016,39.0,46.0,15.0,0.0,,,
2942,US,Monmouth University,,Likely Voters,Live Phone,8,25,2016,8,28,2016,42.0,49.0,9.0,0.0,,,
2943,US,UPI/CVOTER,,Likely Voters,Internet,8,21,2016,8,27,2016,47.0,50.0,,,,,
2944,US,Morning Consult,,Registered Voters,Internet,8,24,2016,8,26,2016,40.0,43.0,0.0,17.0,,,
2945,US,Morning Consult,,Registered Voters,Internet,8,24,2016,8,26,2016,37.0,39.0,12.0,12.0,,,
2946,US,UPI/CVOTER,,Likely Voters,Internet,8,18,2016,8,24,2016,49.0,48.0,,,,,
2947,US,Quinnipiac,,Likely Voters,Live Phone,8,18,2016,8,24,2016,41.0,51.0,4.0,4.0,,,
2948,US,Quinnipiac,,Likely Voters,Live Phone,8,18,2016,8,24,2016,38.0,45.0,14.0,3.0,,,
2949,US,UPI/CVOTER,,Likely Voters,Internet,8,17,2016,8,23,2016,48.0,48.0,,,,,
2950,US,Ipsos/Reuters,,Likely Voters,Internet,8,20,2016,8,24,2016,35.0,42.0,14.0,9.0,,,
2951,US,Ipsos/Reuters,,Likely Voters,Internet,8,20,2016,8,24,2016,36.0,39.0,17.0,8.0,,,
2952,US,Rasmussen,,Likely Voters,IVR/Online,8,23,2016,8,24,2016,38.0,42.0,13.0,7.0,,,
2953,US,Public Religion Research Institute ,,Registered Voters,Live Phone,8,10,2016,8,16,2016,35.0,48.0,7.0,10.0,,,
2954,US,UPI/CVOTER,,Likely Voters,Internet,8,16,2016,8,22,2016,47.0,48.0,,,,,
2955,US,YouGov/Economist,,Registered Voters,Internet,8,19,2016,8,23,2016,38.0,42.0,17.0,3.0,,,
2956,US,UPI/CVOTER,,Likely Voters,Internet,8,15,2016,8,21,2016,47.0,48.0,,,,,
2957,US,NBC/SurveyMonkey,,Registered Voters,Internet,8,15,2016,8,21,2016,42.0,50.0,0.0,8.0,,,
2958,US,NBC/SurveyMonkey,,Registered Voters,Internet,8,15,2016,8,21,2016,38.0,43.0,15.0,4.0,,,
2959,US,ARG,,Registered Voters,Live Phone,8,17,2016,8,20,2016,42.0,47.0,6.0,5.0,,,
2960,US,UPI/CVOTER,,Likely Voters,Internet,8,14,2016,8,20,2016,48.0,48.0,,,,,
2961,US,Morning Consult,,Registered Voters,Internet,8,18,2016,8,20,2016,38.0,44.0,0.0,18.0,,,
2962,US,Morning Consult,,Registered Voters,Internet,8,18,2016,8,20,2016,36.0,39.0,12.0,13.0,,,
2963,US,"Normington, Petts & Associates (D-End Citizens United)",,Likely Voters,Live Phone,8,9,2016,8,15,2016,40.0,50.0,6.0,4.0,,,
2964,US,"Normington, Petts & Associates (D-End Citizens United)",,Likely Voters,Live Phone,8,9,2016,8,15,2016,37.0,45.0,12.0,6.0,,,
2965,US,UPI/CVOTER,,Likely Voters,Internet,8,11,2016,8,17,2016,46.0,50.0,,,,,
2966,US,Ipsos/Reuters,,Likely Voters,Internet,8,13,2016,8,17,2016,36.0,41.0,14.0,9.0,,,
2967,US,Ipsos/Reuters,,Likely Voters,Internet,8,13,2016,8,17,2016,35.0,39.0,17.0,9.0,,,
2968,US,Pew,,Registered Voters,Live Phone,8,9,2016,8,16,2016,37.0,41.0,17.0,5.0,,,
2969,US,UPI/CVOTER,,Likely Voters,Internet,8,9,2016,8,16,2016,44.0,51.0,,,,,
2970,US,Rasmussen,,Likely Voters,IVR/Online,8,15,2016,8,16,2016,39.0,41.0,15.0,5.0,,,
2971,US,Zogby (Internet),,Likely Voters,Internet,8,12,2016,8,13,2016,36.0,38.0,13.0,13.0,,,
2972,US,YouGov/Economist,,Registered Voters,Internet,8,14,2016,8,16,2016,35.0,41.0,21.0,3.0,,,
2973,US,UPI/CVOTER,,Likely Voters,Internet,8,9,2016,8,15,2016,44.0,51.0,,,,,
2974,US,UPI/CVOTER,,Likely Voters,Internet,8,8,2016,8,14,2016,45.0,51.0,,,,,
2975,US,NBC/SurveyMonkey,,Registered Voters,Internet,8,8,2016,8,14,2016,41.0,50.0,1.0,8.0,,,
2976,US,NBC/SurveyMonkey,,Registered Voters,Internet,8,8,2016,8,14,2016,37.0,43.0,15.0,5.0,,,
2977,US,Morning Consult,,Registered Voters,Internet,8,11,2016,8,14,2016,37.0,44.0,1.0,18.0,,,
2978,US,Morning Consult,,Registered Voters,Internet,8,11,2016,8,14,2016,33.0,39.0,14.0,14.0,,,
2979,US,UPI/CVOTER,,Likely Voters,Internet,8,7,2016,8,13,2016,46.0,49.0,,,,,
2980,US,UPI/CVOTER,,Likely Voters,Internet,8,3,2016,8,10,2016,45.0,50.0,,,,,
2981,US,PSRAI,,Registered Voters,Live Phone,8,4,2016,8,7,2016,39.0,45.0,12.0,4.0,,,
2982,US,Ipsos/Reuters,,Likely Voters,Internet,8,6,2016,8,10,2016,36.0,42.0,14.0,8.0,,,
